0,1/25/2020,Orange,California,6059,1,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11279,9/27/2020,Ventura,California,6111,12729,150,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
11280,9/27/2020,Yolo,California,6113,2803,55,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
11281,9/27/2020,Yuba,California,6115,1153,7,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
11282,9/28/2020,Alameda,California,6001,21261,406,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
11283,9/28/2020,Alpine,California,6003,2,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
11284,9/28/2020,Amador,California,6005,290,16,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
11285,9/28/2020,Butte,California,6007,2833,44,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
11286,9/28/2020,Calaveras,California,6009,317,14,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
11287,9/28/2020,Colusa,California,6011,532,6,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
11288,9/28/2020,Contra Costa,California,6013,16702,206,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
11289,9/28/2020,Del Norte,California,6015,139,1,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
11290,9/28/2020,El Dorado,California,6017,1140,4,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
11291,9/28/2020,Fresno,California,6019,28441,382,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
11292,9/28/2020,Glenn,California,6021,576,3,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
11293,9/28/2020,Humboldt,California,6023,508,8,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
11294,9/28/2020,Imperial,California,6025,11852,316,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
11295,9/28/2020,Inyo,California,6027,188,15,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
11296,9/28/2020,Kern,California,6029,32019,369,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
11297,9/28/2020,Kings,California,6031,7657,80,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
11298,9/28/2020,Lake,California,6033,555,11,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
11299,9/28/2020,Lassen,California,6035,741,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
11300,9/28/2020,Los Angeles,California,6037,268455,6515,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
11301,9/28/2020,Madera,California,6039,4539,65,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
11302,9/28/2020,Marin,California,6041,6727,118,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
11303,9/28/2020,Mariposa,California,6043,75,2,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
11304,9/28/2020,Mendocino,California,6045,939,18,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
11305,9/28/2020,Merced,California,6047,8939,143,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
11306,9/28/2020,Modoc,California,6049,26,0,yes,yes,SRID=4326; POINT(-120.72495992927404 41.58985265562181)
11307,9/28/2020,Mono,California,6051,166,2,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
11308,9/28/2020,Monterey,California,6053,10008,72,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
11309,9/28/2020,Napa,California,6055,1691,13,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
11310,9/28/2020,Nevada,California,6057,540,7,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
11311,9/28/2020,Orange,California,6059,54912,1216,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11312,9/28/2020,Placer,California,6061,3587,45,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
11313,9/28/2020,Plumas,California,6063,48,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
11314,9/28/2020,Riverside,California,6065,58932,1206,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
11315,9/28/2020,Sacramento,California,6067,22437,412,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
11316,9/28/2020,San Benito,California,6069,1348,11,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
11317,9/28/2020,San Bernardino,California,6071,54482,925,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
11318,9/28/2020,San Diego,California,6073,46797,776,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
11319,9/28/2020,San Francisco,California,6075,11198,101,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
11320,9/28/2020,San Joaquin,California,6077,20245,441,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
11321,9/28/2020,San Luis Obispo,California,6079,3597,29,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
11322,9/28/2020,San Mateo,California,6081,9897,150,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
11323,9/28/2020,Santa Barbara,California,6083,9133,113,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
11324,9/28/2020,Santa Clara,California,6085,21241,315,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
11325,9/28/2020,Santa Cruz,California,6087,2379,9,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
11326,9/28/2020,Shasta,California,6089,883,17,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
11327,9/28/2020,Sierra,California,6091,6,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
11328,9/28/2020,Siskiyou,California,6093,166,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
11329,9/28/2020,Solano,California,6095,6405,65,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
11330,9/28/2020,Sonoma,California,6097,7412,122,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
11331,9/28/2020,Stanislaus,California,6099,16471,356,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
11332,9/28/2020,Sutter,California,6101,1717,11,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
11333,9/28/2020,Tehama,California,6103,573,5,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
11334,9/28/2020,Trinity,California,6105,17,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
11335,9/28/2020,Tulare,California,6107,16071,263,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
11336,9/28/2020,Tuolumne,California,6109,227,4,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
11337,9/28/2020,Ventura,California,6111,12775,150,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
11338,9/28/2020,Yolo,California,6113,2815,55,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
11339,9/28/2020,Yuba,California,6115,1167,8,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
11340,9/29/2020,Alameda,California,6001,21344,408,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
11341,9/29/2020,Alpine,California,6003,2,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
11342,9/29/2020,Amador,California,6005,293,16,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
11343,9/29/2020,Butte,California,6007,2837,44,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
11344,9/29/2020,Calaveras,California,6009,322,14,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
11345,9/29/2020,Colusa,California,6011,535,6,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
11346,9/29/2020,Contra Costa,California,6013,16793,207,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
11347,9/29/2020,Del Norte,California,6015,144,1,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
11348,9/29/2020,El Dorado,California,6017,1144,4,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
11349,9/29/2020,Fresno,California,6019,28517,390,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
11350,9/29/2020,Glenn,California,6021,585,3,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
11351,9/29/2020,Humboldt,California,6023,509,8,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
11352,9/29/2020,Imperial,California,6025,11877,316,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
11353,9/29/2020,Inyo,California,6027,188,15,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
11354,9/29/2020,Kern,California,6029,32073,369,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
11355,9/29/2020,Kings,California,6031,7678,80,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
11356,9/29/2020,Lake,California,6033,559,11,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
11357,9/29/2020,Lassen,California,6035,741,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
11358,9/29/2020,Los Angeles,California,6037,269284,6551,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
11359,9/29/2020,Madera,California,6039,4557,65,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
11360,9/29/2020,Marin,California,6041,6733,118,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
11361,9/29/2020,Mariposa,California,6043,76,2,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
11362,9/29/2020,Mendocino,California,6045,954,18,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
11363,9/29/2020,Merced,California,6047,8961,143,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
11364,9/29/2020,Modoc,California,6049,26,0,yes,yes,SRID=4326; POINT(-120.72495992927404 41.58985265562181)
11365,9/29/2020,Mono,California,6051,166,2,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
11366,9/29/2020,Monterey,California,6053,10050,73,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
11367,9/29/2020,Napa,California,6055,1706,13,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
11368,9/29/2020,Nevada,California,6057,541,7,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
11369,9/29/2020,Orange,California,6059,55022,1249,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11370,9/29/2020,Placer,California,6061,3596,45,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
11371,9/29/2020,Plumas,California,6063,48,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
11372,9/29/2020,Riverside,California,6065,59173,1216,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
11373,9/29/2020,Sacramento,California,6067,22589,416,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
11374,9/29/2020,San Benito,California,6069,1348,11,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
11375,9/29/2020,San Bernardino,California,6071,54849,952,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
11376,9/29/2020,San Diego,California,6073,47048,781,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
11377,9/29/2020,San Francisco,California,6075,11241,101,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
11378,9/29/2020,San Joaquin,California,6077,20357,447,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
11379,9/29/2020,San Luis Obispo,California,6079,3612,31,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
11380,9/29/2020,San Mateo,California,6081,9950,150,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
11381,9/29/2020,Santa Barbara,California,6083,9164,113,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
11382,9/29/2020,Santa Clara,California,6085,21294,319,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
11383,9/29/2020,Santa Cruz,California,6087,2394,10,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
11384,9/29/2020,Shasta,California,6089,883,20,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
11385,9/29/2020,Sierra,California,6091,6,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
11386,9/29/2020,Siskiyou,California,6093,166,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
11387,9/29/2020,Solano,California,6095,6424,69,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
11388,9/29/2020,Sonoma,California,6097,7528,122,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
11389,9/29/2020,Stanislaus,California,6099,16496,359,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
11390,9/29/2020,Sutter,California,6101,1720,11,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
11391,9/29/2020,Tehama,California,6103,579,5,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
11392,9/29/2020,Trinity,California,6105,17,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
11393,9/29/2020,Tulare,California,6107,16204,263,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
11394,9/29/2020,Tuolumne,California,6109,227,4,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
11395,9/29/2020,Ventura,California,6111,12812,150,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
11396,9/29/2020,Yolo,California,6113,2825,55,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
11397,9/29/2020,Yuba,California,6115,1172,8,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
11398,9/30/2020,Alameda,California,6001,21404,412,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
11399,9/30/2020,Alpine,California,6003,2,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
11400,9/30/2020,Amador,California,6005,293,16,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
11401,9/30/2020,Butte,California,6007,2848,45,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
11402,9/30/2020,Calaveras,California,6009,322,14,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
11403,9/30/2020,Colusa,California,6011,536,6,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
11404,9/30/2020,Contra Costa,California,6013,16896,209,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
11405,9/30/2020,Del Norte,California,6015,144,1,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
11406,9/30/2020,El Dorado,California,6017,1151,4,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
11407,9/30/2020,Fresno,California,6019,28621,390,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
11408,9/30/2020,Glenn,California,6021,589,3,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
11409,9/30/2020,Humboldt,California,6023,512,8,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
11410,9/30/2020,Imperial,California,6025,11908,319,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
11411,9/30/2020,Inyo,California,6027,188,15,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
11412,9/30/2020,Kern,California,6029,32128,370,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
11413,9/30/2020,Kings,California,6031,7682,80,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
11414,9/30/2020,Lake,California,6033,566,11,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
11415,9/30/2020,Lassen,California,6035,741,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
11416,9/30/2020,Los Angeles,California,6037,270299,6576,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
11417,9/30/2020,Madera,California,6039,4557,65,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
11418,9/30/2020,Marin,California,6041,6742,119,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
11419,9/30/2020,Mariposa,California,6043,76,2,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
11420,9/30/2020,Mendocino,California,6045,964,19,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
11421,9/30/2020,Merced,California,6047,8993,145,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
11422,9/30/2020,Modoc,California,6049,26,0,yes,yes,SRID=4326; POINT(-120.72495992927404 41.58985265562181)
11423,9/30/2020,Mono,California,6051,167,2,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
11424,9/30/2020,Monterey,California,6053,10087,73,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
11425,9/30/2020,Napa,California,6055,1728,13,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
11426,9/30/2020,Nevada,California,6057,543,7,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
11427,9/30/2020,Orange,California,6059,55239,1268,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11428,9/30/2020,Placer,California,6061,3604,48,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
11429,9/30/2020,Plumas,California,6063,48,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
11430,9/30/2020,Riverside,California,6065,59405,1226,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
11431,9/30/2020,Sacramento,California,6067,22653,420,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
11432,9/30/2020,San Benito,California,6069,1352,11,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
11433,9/30/2020,San Bernardino,California,6071,55203,955,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
11434,9/30/2020,San Diego,California,6073,47243,783,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
11435,9/30/2020,San Francisco,California,6075,11278,104,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
11436,9/30/2020,San Joaquin,California,6077,20411,456,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
11437,9/30/2020,San Luis Obispo,California,6079,3629,31,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
11438,9/30/2020,San Mateo,California,6081,9990,150,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
11439,9/30/2020,Santa Barbara,California,6083,9197,114,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
11440,9/30/2020,Santa Clara,California,6085,21379,323,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
11441,9/30/2020,Santa Cruz,California,6087,2423,12,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
11442,9/30/2020,Shasta,California,6089,943,20,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
11443,9/30/2020,Sierra,California,6091,6,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
11444,9/30/2020,Siskiyou,California,6093,166,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
11445,9/30/2020,Solano,California,6095,6450,71,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
11446,9/30/2020,Sonoma,California,6097,7578,122,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
11447,9/30/2020,Stanislaus,California,6099,16512,362,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
11448,9/30/2020,Sutter,California,6101,1726,11,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
11449,9/30/2020,Tehama,California,6103,585,5,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
11450,9/30/2020,Trinity,California,6105,17,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
11451,9/30/2020,Tulare,California,6107,16267,263,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
11452,9/30/2020,Tuolumne,California,6109,228,4,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
11453,9/30/2020,Ventura,California,6111,12875,152,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
11454,9/30/2020,Yolo,California,6113,2828,55,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
11455,9/30/2020,Yuba,California,6115,1177,8,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
11456,10/1/2020,Alameda,California,6001,21479,420,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
11457,10/1/2020,Alpine,California,6003,2,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
11458,10/1/2020,Amador,California,6005,293,16,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
11459,10/1/2020,Butte,California,6007,2858,45,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
11460,10/1/2020,Calaveras,California,6009,322,14,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
11461,10/1/2020,Colusa,California,6011,538,6,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
11462,10/1/2020,Contra Costa,California,6013,16973,209,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
11463,10/1/2020,Del Norte,California,6015,144,1,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
11464,10/1/2020,El Dorado,California,6017,1157,4,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
11465,10/1/2020,Fresno,California,6019,28706,390,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
11466,10/1/2020,Glenn,California,6021,592,3,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
11467,10/1/2020,Humboldt,California,6023,515,8,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
11468,10/1/2020,Imperial,California,6025,11993,322,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
11469,10/1/2020,Inyo,California,6027,189,15,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
11470,10/1/2020,Kern,California,6029,32184,371,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
11471,10/1/2020,Kings,California,6031,7685,80,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
11472,10/1/2020,Lake,California,6033,567,11,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
11473,10/1/2020,Lassen,California,6035,742,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
11474,10/1/2020,Los Angeles,California,6037,271371,6610,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
11475,10/1/2020,Madera,California,6039,4614,68,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
11476,10/1/2020,Marin,California,6041,6751,119,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
11477,10/1/2020,Mariposa,California,6043,76,2,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
11478,10/1/2020,Mendocino,California,6045,971,19,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
11479,10/1/2020,Merced,California,6047,9019,145,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
11480,10/1/2020,Modoc,California,6049,26,0,yes,yes,SRID=4326; POINT(-120.72495992927404 41.58985265562181)
11481,10/1/2020,Mono,California,6051,167,2,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
11482,10/1/2020,Monterey,California,6053,10181,74,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
11483,10/1/2020,Napa,California,6055,1729,13,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
11484,10/1/2020,Nevada,California,6057,544,7,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
11485,10/1/2020,Orange,California,6059,55437,1275,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
11486,10/1/2020,Placer,California,6061,3617,48,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
11487,10/1/2020,Plumas,California,6063,48,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
11488,10/1/2020,Riverside,California,6065,59488,1226,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
11489,10/1/2020,Sacramento,California,6067,22754,426,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
11490,10/1/2020,San Benito,California,6069,1355,11,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
11491,10/1/2020,San Bernardino,California,6071,55394,955,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
11492,10/1/2020,San Diego,California,6073,47548,792,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
11493,10/1/2020,San Francisco,California,6075,11335,106,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
11494,10/1/2020,San Joaquin,California,6077,20457,466,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
11495,10/1/2020,San Luis Obispo,California,6079,3649,31,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
11496,10/1/2020,San Mateo,California,6081,10069,150,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
11497,10/1/2020,Santa Barbara,California,6083,9223,115,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
11498,10/1/2020,Santa Clara,California,6085,21457,326,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
11499,10/1/2020,Santa Cruz,California,6087,2427,12,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
11500,10/1/2020,Shasta,California,6089,976,20,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
11501,10/1/2020,Sierra,California,6091,6,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
11502,10/1/2020,Siskiyou,California,6093,166,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
11503,10/1/2020,Solano,California,6095,6480,71,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
11504,10/1/2020,Sonoma,California,6097,7578,122,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
11505,10/1/2020,Stanislaus,California,6099,16573,365,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
11506,10/1/2020,Sutter,California,6101,1733,11,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
11507,10/1/2020,Tehama,California,6103,594,5,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
11508,10/1/2020,Trinity,California,6105,16,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
11509,10/1/2020,Tulare,California,6107,16322,263,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
11510,10/1/2020,Tuolumne,California,6109,229,4,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
